artist,born-died,period,school,url,base,nationality
"TILLEMANS, Peter",(c. 1684-1734),Rococo,painter,https://www.wga.hu/html/t/tilleman/index.html,England,English
"TILLOT, Charles Victor",(1825-1895),Realism,painter,https://www.wga.hu/html/t/tillot/index.html,Paris,French
TINO DI CAMAINO,(c. 1285-c. 1337),Medieval,sculptor,https://www.wga.hu/html/t/tino/index.html,Italy,Italian
"TINTORE, Simone del",(1630-1708),Baroque,painter,https://www.wga.hu/html/t/tintore/index.html,Lucca,Italian
TINTORETTO,(1518-1594),Mannerism,painter,https://www.wga.hu/html/t/tintoret/index.html,Venice,Italian
"TIRALI, Andrea",(1657-1737),Baroque,architect,https://www.wga.hu/html/t/tirali/index.html,Venice,Italian
"TIROL, Hans",(c. 1505-c. 1575),Mannerism,painter,https://www.wga.hu/html/t/tirol/index.html,Prague,German
"TIRONI, Francesco",(c. 1745-1797),Neoclassicism,painter,https://www.wga.hu/html/t/tironi/index.html,Venice,Italian
"TISCHBEIN, Johann Friedrich August",(1750-1812),Neoclassicism,painter,https://www.wga.hu/html/t/tischbei/friedric/index.html,Leipzig,German
"TISCHBEIN, Johann Heinrich Wilhelm",(1751-1829),Neoclassicism,painter,https://www.wga.hu/html/t/tischbei/wilhelm/index.html,Naples,German
"TISCHBEIN, Johann Heinrich the Elder",(1722-1789),Baroque,painter,https://www.wga.hu/html/t/tischbei/johann/index.html,Kassel,German
"TISCHBEIN, Johann Heinrich the Younger",(1742-1808),Rococo,painter,https://www.wga.hu/html/t/tischbei/johann2/index.html,Kassel,German
"TISSOT, James",(1836-1902),Realism,painter,https://www.wga.hu/html/t/tissot/index.html,France,French
"TITO, Santi di",(1536-1602),Mannerism,painter,https://www.wga.hu/html/t/tito/santi/index.html,Florence,Italian
"TITO, Tiberio di",(1578-1637),Mannerism,painter,https://www.wga.hu/html/t/tito/tiberio/index.html,Florence,Italian
"TIVOLI, Serafino de",(1826-1892),Realism,painter,https://www.wga.hu/html/t/tivoli/index.html,Italy,Italian
TIZIANO Vecellio,(1490-1576),High Renaissance,painter,https://www.wga.hu/html/t/tiziano/index.html,Venice,Italian
"TOCQUÉ, Louis",(1696-1772),Baroque,painter,https://www.wga.hu/html/t/tocque/index.html,France,French
"TOEPUT, Lodewijk",(c. 1550-c. 1605),Mannerism,painter,https://www.wga.hu/html/t/toeput/index.html,Italy,Flemish
"TOL, Domenicus van",(c. 1635-1676),Baroque,painter,https://www.wga.hu/html/t/tol/index.html,Leiden,Dutch
"TOLEDO, Juan Bautista de",(c. 1515-1567),Mannerism,architect,https://www.wga.hu/html/t/toledo/index.html,Spain,Spanish
"TOLSTOY, Fyodor Petrovich",(1783-1873),Neoclassicism,sculptor,https://www.wga.hu/html/t/tolstoy/index.html,St.Petersburg,Russian
"TOMA, Gioacchino",(1836-1891),Realism,painter,https://www.wga.hu/html/t/toma/index.html,Naples,Italian
"TOMMASI, Adolfo",(1851-1933),Impressionism,painter,https://www.wga.hu/html/t/tommasi/index.html,Florence,Italian
TOMMASO DA MODENA,(c. 1325-1379),Medieval,painter,https://www.wga.hu/html/t/tommaso/index.html,Modena,Italian
TOMMASO DI CREDI,(active 1490-1510),Early Renaissance,painter,https://www.wga.hu/html/t/tommaso1/index.html,Florence,Italian
"TOMÉ, Narciso",(1694-1742),Baroque,architect,https://www.wga.hu/html/t/tome/index.html,Toledo,Spanish
"TOORENVLIET, Jacob",(1640-1719),Baroque,painter,https://www.wga.hu/html/t/toorenvl/index.html,Leiden,Dutch
"TOOROP, Jan",(1858-1928),Impressionism,painter,https://www.wga.hu/html/t/toorop/index.html,Netherlands,Dutch
"TORBIDO, Francesco",(c. 1482-c. 1561),High Renaissance,painter,https://www.wga.hu/html/t/torbido/index.html,Italy,Italian
"TORELLI, Felice",(1667-1748),Baroque,painter,https://www.wga.hu/html/t/torelli/felice/index.html,Bologna,Italian
"TORELLI, Matteo di Filippo",(1365-1442),Early Renaissance,illuminator,https://www.wga.hu/html/t/torell/index.html,Florence,Italian
"TORELLI, Stefano",(1712-1784),Baroque,painter,https://www.wga.hu/html/t/torelli/stefano/index.html,Italy,Italian
"TORNYAI, János",(1869-1936),Realism,painter,https://www.wga.hu/html/t/tornyai/index.html,Hungary,Hungarian
"TORREGGIANI, Alfonso",(1682-1764),Baroque,architect,https://www.wga.hu/html/t/torreggi/index.html,Bologna,Italian
"TORRENTIUS, Johannes",(1589-1644),Baroque,painter,https://www.wga.hu/html/t/torrenti/index.html,Amsterdam,Dutch
"TORRES, Clemente de",(c. 1662-1730),Baroque,painter,https://www.wga.hu/html/t/torres/index.html,Spain,Spanish
"TORRETTI, Giuseppe",(1664-1743),Baroque,sculptor,https://www.wga.hu/html/t/torretti/index.html,Venice,Italian
"TORRICELLI, Giuseppe Antonio",(1659-1719),Baroque,sculptor,https://www.wga.hu/html/t/torricel/index.html,Florence,Italian
"TORRIGIANI, Sebastiano",(active 1573-1596),Mannerism,sculptor,https://www.wga.hu/html/t/torrigia/index.html,Italy,Italian
"TORRIGIANO, Pietro",(1472-1528),High Renaissance,sculptor,https://www.wga.hu/html/t/torrigi/index.html,Italy,Italian
"TORRITI, Jacopo",(active c. 1270-1300),Medieval,painter,https://www.wga.hu/html/t/torriti/index.html,Rome,Italian
"TOSCANI, Giovanni di Francesco",(c. 1370-1430),Early Renaissance,painter,https://www.wga.hu/html/t/toscani/index.html,Florence,Italian
"TOSINI, Michele",(1503-1577),Mannerism,painter,https://www.wga.hu/html/t/tosini/index.html,Florence,Italian
"TOULMOUCHE, Auguste",(1829-1890),Realism,painter,https://www.wga.hu/html/t/toulmouc/index.html,Paris,French
"TOULOUSE-LAUTREC, Henri de",(1864-1901),Impressionism,painter,https://www.wga.hu/html/t/toulouse/index.html,Paris,French
"TOURNIER, Nicolas",(1590-c. 1638),Baroque,painter,https://www.wga.hu/html/t/tournier/index.html,Rome,French
"TOURNIÈRES, Robert",(1667-1752),Baroque,painter,https://www.wga.hu/html/t/tournies/index.html,France,French
"TOUSSAINT, François Christophe Armand",(1806-1862),Neoclassicism,sculptor,https://www.wga.hu/html/t/toussain/index.html,Paris,French
"TOVAR, Alonso Miguel de",(1678-1758),Baroque,painter,https://www.wga.hu/html/t/tovar/index.html,Madrid,Spanish
"TRABALLESI, Bartolomeo",(c. 1540-1585),Mannerism,painter,https://www.wga.hu/html/t/traball/bartolom/index.html,Florence,Italian
"TRABALLESI, Francesco",(1544-1588),Mannerism,painter,https://www.wga.hu/html/t/traball/francesc/index.html,Italy,Italian
"TRABALLESI, Giuliano",(1727-1812),Neoclassicism,painter,https://www.wga.hu/html/t/traballe/index.html,Milan,Italian
"TRAINI, Francesco",(active 1321-1363),Medieval,painter,https://www.wga.hu/html/t/traini/index.html,Pisa,Italian
"TRAMELLO, Alessio",(c. 1455-c. 1528),High Renaissance,architect,https://www.wga.hu/html/t/tramello/index.html,Piacenza,Italian
"TRAUT, Hans",(active 1477-1516),Northern Renaissance,painter,https://www.wga.hu/html/t/traut/hans/index.html,Nuremberg,German
"TRAUT, Wolf",(c. 1485-1520),Northern Renaissance,painter,https://www.wga.hu/html/t/traut/wolf/index.html,Nuremberg,German
"TRAUTMANN, Johann Georg",(1713-1769),Baroque,painter,https://www.wga.hu/html/t/trautman/index.html,Germany,German
"TRAVERSI, Gaspare",(c. 1722-1770),Rococo,painter,https://www.wga.hu/html/t/traversi/index.html,Naples,Italian
"TRAVI, Antonio",(1608-1665),Baroque,painter,https://www.wga.hu/html/t/travi/index.html,Liguria,Italian
"TRECK, Jan Jansz.",(c. 1606-1652),Baroque,painter,https://www.wga.hu/html/t/treck/index.html,Amsterdam,Dutch
"TREMIGNON, Alessandro",(1635-1711),Baroque,architect,https://www.wga.hu/html/t/tremigno/index.html,Venice,Italian
"TRETSCH, Aberlin",(1510-c. 1578),Northern Renaissance,architect,https://www.wga.hu/html/t/tretsch/index.html,Stuttgart,German
"TREVISANI, Francesco",(1656-1746),Baroque,painter,https://www.wga.hu/html/t/trevisan/index.html,Italy,Italian
"TREZZO, Jacopo da",(c. 1515-1589),Mannerism,sculptor,https://www.wga.hu/html/t/trezzo/index.html,Italy,Italian
"TRIBOLO, Niccolò",(1500-1558),High Renaissance,sculptor,https://www.wga.hu/html/t/tribolo/index.html,Italy,Italian
"TRICHT, Arnt van",(active c. 1530-1570),Northern Renaissance,sculptor,https://www.wga.hu/html/t/tricht/index.html,Kalkar,Netherlandish
"TRINQUESSE, Louis-Rolland",(1745-c. 1800),Rococo,painter,https://www.wga.hu/html/t/trinques/index.html,Paris,French
"TRIPPEL, Alexander",(1744-1793),Rococo,sculptor,https://www.wga.hu/html/t/trippel/index.html,Switzerland,Swiss
"TRISTÁN, Luis",(1586-1624),Baroque,painter,https://www.wga.hu/html/t/tristan/index.html,Toledo,Spanish
"TROGER, Paul",(1698-1762),Baroque,painter,https://www.wga.hu/html/t/troger/index.html,Austria,Austrian
"TROOST, Cornelis",(1697-1750),Baroque,painter,https://www.wga.hu/html/t/troost/index.html,Amsterdam,Dutch
"TROPININ, Vasily Andreyevich",(1776-1857),Romanticism,painter,https://www.wga.hu/html/t/tropinin/index.html,Moscow,Russian
"TROST, Andreas",(1657-1708),Baroque,architect,https://www.wga.hu/html/t/trost/index.html,Graz,German
"TROTTI, Giovanni Battista",(1555-1619),Mannerism,painter,https://www.wga.hu/html/t/trotti/index.html,Cremona,Italian
"TROY, François de",(1645-1730),Baroque,painter,https://www.wga.hu/html/t/troy/francois/index.html,France,French
"TROY, Jean-François de",(1679-1752),Baroque,painter,https://www.wga.hu/html/t/troy/jeanfran/index.html,France,French
"TROYE, Edward",(1808-1874),Romanticism,painter,https://www.wga.hu/html/t/troye/index.html,United States,American
"TROYEN, Rombout van",(1605-1656),Baroque,painter,https://www.wga.hu/html/t/troyen/index.html,Amsterdam,Dutch
"TROYON, Constant",(1810-1865),Realism,painter,https://www.wga.hu/html/t/troyon/index.html,France,French
"TRUBETZKOY, Prince Paolo",(1866-1938),Realism,sculptor,https://www.wga.hu/html/t/trubetzk/index.html,Italy,Italian
"TRUMBULL, John",(1756-1843),Neoclassicism,painter,https://www.wga.hu/html/t/trumbull/index.html,United States,American
"TRUTAT, Félix",(1824-1848),Romanticism,painter,https://www.wga.hu/html/t/trutat/index.html,France,French
"TRÉMOLIÈRES, Pierre-Charles",(1703-1739),Rococo,painter,https://www.wga.hu/html/t/tremolie/index.html,France,French
"TRÜBNER, Wilhelm",(1851-1917),Impressionism,painter,https://www.wga.hu/html/t/trubner/index.html,Germany,German
"TSAFOURIS, Nikolaos",(?-1501),Medieval,painter,https://www.wga.hu/html/t/tsafouri/index.html,Crete,Greek
"TUAILLON, Louis",(1862-1919),Realism,sculptor,https://www.wga.hu/html/t/tuaillon/index.html,Berlin,German
"TUBY, Jean-Baptiste",(1635-1700),Baroque,sculptor,https://www.wga.hu/html/t/tuby/index.html,France,French
"TUERLINCKX, Joseph",(1809-1873),Realism,sculptor,https://www.wga.hu/html/t/tuerlinc/index.html,Mechelen,Belgian
"TURA, Cosmè",(c. 1430-1495),Early Renaissance,painter,https://www.wga.hu/html/t/tura/index.html,Ferrara,Italian
"TURA, Giovanni Francesco",(c. 1485-c. 1546),High Renaissance,painter,https://www.wga.hu/html/t/tura_g/index.html,Mantua,Italian
"TURCHI, Alessandro",(1578-1649),Baroque,painter,https://www.wga.hu/html/t/turchi/index.html,Verona,Italian
TURINO VANNI,(c. 1348-after 1438),Medieval,painter,https://www.wga.hu/html/t/turino/index.html,Pisa,Italian
"TURNER, Joseph Mallord William",(1775-1851),Romanticism,painter,https://www.wga.hu/html/t/turner/index.html,England,English
"TURNHOUT, Jan van",(active 1724-1756),Rococo,sculptor,https://www.wga.hu/html/t/turnhout/index.html,Mechelen,Flemish
"TURPIN DE CRISSÉ, Lancelot-Théodore",(1782-1859),Neoclassicism,painter,https://www.wga.hu/html/t/turpin/index.html,Paris,French
"TUXEN, Laurits Regner",(1853-1927),Realism,painter,https://www.wga.hu/html/t/tuxen/index.html,Denmark,Danish
"TWACHTMAN, John Henry",(1853-1902),Realism,painter,https://www.wga.hu/html/t/twachtma/index.html,United States,American
"TÖPFFER, Adam-Wolfgang",(1766-1847),Romanticism,painter,https://www.wga.hu/html/t/topffer/index.html,Geneva,Swiss
"UBERTI, Pietro",(1671-1762),Baroque,painter,https://www.wga.hu/html/u/uberti/index.html,Venice,Italian
"UCCELLO, Paolo",(1397-1475),Early Renaissance,painter,https://www.wga.hu/html/u/uccello/index.html,Florence,Italian
"UDEN, Lucas van",(1595-1672),Baroque,painter,https://www.wga.hu/html/u/uden/index.html,Antwerp,Flemish
UGO DA CAMPIONE,(d. ca. 1356),Medieval,sculptor,https://www.wga.hu/html/u/ugo_c/index.html,Italy,Italian
UGO DA CARPI,(c. 1480-c. 1532),High Renaissance,graphic,https://www.wga.hu/html/u/ugo/index.html,Italy,Italian
UGOLINO DI NERIO,(active 1317-1339/49),Medieval,painter,https://www.wga.hu/html/u/ugolino/nerio/index.html,Siena,Italian
UGOLINO DI TEDICE,(active 1251-1277),Medieval,painter,https://www.wga.hu/html/u/ugolino/tedice/index.html,Pisa,Italian
UGOLINO DI VIERI,(active 1328-c. 1380),Medieval,goldsmith,https://www.wga.hu/html/u/ugolino/vieri/index.html,Siena,Italian
UGOLINO-LORENZETTI,(active 1340-60),Medieval,painter,https://www.wga.hu/html/u/ugolino/lorenzet/index.html,Siena,Italian
"UHDE, Fritz van",(1848-1911),Impressionism,painter,https://www.wga.hu/html/u/uhde/index.html,Germany,German
"UKHTOMSKY, Konstantin Andreyevich",(1818-1881),Realism,painter,https://www.wga.hu/html/u/ukhtomsk/index.html,St.Petersburg,Russian
"ULFT, Jacob van der",(1627-1689),Baroque,painter,https://www.wga.hu/html/u/ulft/index.html,Rome,Dutch
"ULRICH, Caspar",(active 1550-1575),Mannerism,sculptor,https://www.wga.hu/html/u/ulrich/index.html,SanktJoachimsthal,Bohemian
"UNTERBERGER, Christoph",(1732-1798),Rococo,painter,https://www.wga.hu/html/u/unterber/christop/index.html,Rome,Austrian
"UNTERBERGER, Franz-Richard",(1838-1902),Realism,painter,https://www.wga.hu/html/u/unterbex/index.html,Austria,Austrian
"UNTERBERGER, Michelangelo",(1695-1758),Baroque,painter,https://www.wga.hu/html/u/unterber/michelan/index.html,Austria,Austrian
"URBANI, Andrea",(1711-1798),Rococo,painter,https://www.wga.hu/html/u/urbani/index.html,Italy,Italian
URBANO DA CORTONA,(1426-1504),Early Renaissance,sculptor,https://www.wga.hu/html/u/urbano/index.html,Italy,Italian
"URBINI, Francesco",(active 1530s),High Renaissance,potter,https://www.wga.hu/html/u/urbini/index.html,Italy,Italian
"URBINO, Carlo",(c. 1520-c.1585),Mannerism,graphic,https://www.wga.hu/html/u/urbino/index.html,Crema,Italian
"URY, Lesser",(1861-1931),Impressionism,painter,https://www.wga.hu/html/u/ury/index.html,Berlin,German
"USSI, Stefano",(1822-1901),Realism,painter,https://www.wga.hu/html/u/ussi/index.html,Florence,Italian
"UTENS, Giusto",(active 1599-1609),Baroque,painter,https://www.wga.hu/html/u/utens/index.html,Carrara,Flemish
"UTRECHT, Adriaen van",(1599-1652),Baroque,painter,https://www.wga.hu/html/u/utrecht/index.html,Flanders,Flemish
"UYL, Jan Jansz. den, the Elder",(c. 1595-1639),Baroque,painter,https://www.wga.hu/html/u/uyl/index.html,Netherlands,Dutch
"UYTTENBROECK, Moyses Matheusz van",(c. 1595-c. 1647),Baroque,painter,https://www.wga.hu/html/u/uyttenbr/index.html,Amsterdam,Dutch
"VAARDT, Jan van der",(c. 1653-1727),Baroque,painter,https://www.wga.hu/html/v/vaardt/index.html,London,Dutch
"VACCARO, Andrea",(1604-1670),Baroque,painter,https://www.wga.hu/html/v/vaccar/index.html,Naples,Italian
"VACCARO, Lorenzo",(1655-1706),Baroque,sculptor,https://www.wga.hu/html/v/vaccaro/index.html,Naples,Italian
"VADDER, Lodewijk de",(1605-1655),Baroque,painter,https://www.wga.hu/html/v/vadder/index.html,Brussels,Flemish
"VAFFLARD, Pierre-Auguste",(1777-1837),Romanticism,painter,https://www.wga.hu/html/v/vafflard/index.html,Paris,French
"VALADIER, Giuseppe",(1762-1839),Neoclassicism,architect,https://www.wga.hu/html/v/valadier/giuseppe/index.html,Rome,Italian
"VALADIER, Luigi",(1726-1785),Neoclassicism,sculptor,https://www.wga.hu/html/v/valadier/luigi/index.html,Rome,Italian
"VALCKENBORCH, Frederik van",(1566-1623),Baroque,painter,https://www.wga.hu/html/v/valckenb/frederik/index.html,Flanders,Flemish
"VALCKENBORCH, Gillis van",(1570-1622),Mannerism,painter,https://www.wga.hu/html/v/valckenb/gillis/index.html,FrankfurtamMain,Flemish
"VALCKENBORCH, Lucas van",(c. 1530-1597),Mannerism,painter,https://www.wga.hu/html/v/valckenb/lucas/index.html,Flanders,Flemish
"VALCKENBORCH, Marten van I",(1534-1612),Mannerism,painter,https://www.wga.hu/html/v/valckenb/marten1/index.html,FrankfurtamMain,Flemish
"VALCKERT, Werner Jacobsz. van den",(c. 1580-c. 1627),Baroque,painter,https://www.wga.hu/html/v/valckert/index.html,Netherlands,Dutch
"VALCKX, Pieter",(1734-1785),Rococo,sculptor,https://www.wga.hu/html/v/valckx/index.html,Mechelen,Flemish
"VALDAMBRINO, Francesco di",(active 1401-1435),Early Renaissance,sculptor,https://www.wga.hu/html/v/valdambr/index.html,Siena,Italian
"VALDÉS LEAL, Juan de",(1622-1690),Baroque,painter,https://www.wga.hu/html/v/valdes/juan/index.html,Seville,Spanish
"VALDÉS, Lucas de",(1661-c. 1724),Baroque,painter,https://www.wga.hu/html/v/valdes/lucas/index.html,Cádiz,Spanish
"VALENCIENNES, Pierre-Henri de",(1750-1819),Neoclassicism,painter,https://www.wga.hu/html/v/valencie/index.html,France,French
VALENTIN DE BOULOGNE,(1591-1632),Baroque,painter,https://www.wga.hu/html/v/valentin/index.html,Rome,French
"VALERIANI, Domenico",(d. before 1771),Rococo,painter,https://www.wga.hu/html/v/valerian/index.html,Italy,Italian
"VALESIO, Giovanni Luigi",(c. 1583-c. 1633),Baroque,painter,https://www.wga.hu/html/v/valesio/index.html,Bologna,Italian
"VALLAYER-COSTER, Anne",(1744-1818),Rococo,painter,https://www.wga.hu/html/v/vallayer/index.html,Paris,French
"VALLE, Filippo della",(1698-1768),Baroque,sculptor,https://www.wga.hu/html/v/valle/index.html,Rome,Italian
"VALLGREN, Ville",(1855-1940),Art Nouveau,sculptor,https://www.wga.hu/html/v/vallgren/index.html,Paris,Finnish
"VALLIN DE LA MOTHE, Jean-Baptiste-Michel",(1729-1800),Neoclassicism,architect,https://www.wga.hu/html/v/vallin1/index.html,St.Petersburg,French
"VALLIN, Eugène",(1856-1922),Art Nouveau,cabinet-maker,https://www.wga.hu/html/v/vallin_e/index.html,Nancy,French
"VALLIN, Jacques-Antoine",(c. 1760-after 1831),Rococo,painter,https://www.wga.hu/html/v/vallin/index.html,Paris,French
"VALLOTTON, Félix",(1865-1925),Realism,painter,https://www.wga.hu/html/v/vallotto/index.html,Paris,Swiss
"VALTON, Charles",(1851-1918),Realism,sculptor,https://www.wga.hu/html/v/valton/index.html,Paris,French
"VALVASSORI, Gabriele",(1683-1761),Rococo,architect,https://www.wga.hu/html/v/valvasso/index.html,Rome,Italian
"VANBRUGH, John",(1664-1726),Baroque,architect,https://www.wga.hu/html/v/vanbrugh/index.html,England,English
"VANDERBANK, John the Younger",(1694-1739),Baroque,painter,https://www.wga.hu/html/v/vanderba/index.html,London,English
"VANDERCRUSE, Roger",(1728-1799),Rococo,cabinet-maker,https://www.wga.hu/html/v/vandercr/index.html,Paris,French
"VANDERLYN, John",(1775-1852),Romanticism,painter,https://www.wga.hu/html/v/vanderly/index.html,United States,American
"VANNI, Francesco",(1563-1610),Mannerism,painter,https://www.wga.hu/html/v/vanni_f/index.html,Siena,Italian
"VANNI, Lippo",(active 1340-1375),Medieval,illuminator,https://www.wga.hu/html/v/vanni_l/index.html,Siena,Italian
"VANNINI, Ottavio",(1585-1644),Baroque,painter,https://www.wga.hu/html/v/vannini/index.html,Florence,Italian
"VANVITELLI, Luigi",(1700-1773),Baroque,sculptor,https://www.wga.hu/html/v/vanvitel/index.html,Naples,Italian
"VARELA, Francisco",(c. 1580-1645),Baroque,painter,https://www.wga.hu/html/v/varela/index.html,Seville,Spanish
